# name; x; y
W00.00;188;1055
W00.01;338;1060
W00.02;515;1055
W00.03;694;1060
W00.04;840;1055
W01.00;926;904
W01.01;926;721
W01.02;926;566
W01.03;926;324
W01.04;926;115
W02.00;847;-10
W02.01;656;-77
W02.02;420;0
W02.03;350;0
W02.04;150;0
W03.00;0;108
W03.01;0;357
W03.02;0;561
W03.03;0;740
W03.04;0;997
